title,description
Active Hosts Covered by Tanium Excluding Mobile Devices and Containers Are Endpoints,"Type is not 'Mobile' or 'Container' | Activity Status: 'Active' | Origin contains 'Tanium' | Type : 'Workstation', 'Virtual Machine', 'Server' or 'Hypervisor' Scope (Host) [Type] != 'Mobile' or 'Container' (Host) [Origin] contains 'Tanium' (Host) [Activity Status] = Active Success Criteria (Host) [Type] = 'Hypervisor', 'Server', 'Workstation' or 'Virtual Machine'"

